25;250;
0;0;0.000000;0.000000;0.000000;0;0;litcube0;1;1;1;1;1;1;1;1;1;1;1;50;0;0;0;0;50000000;60000000;0;120;120;120;0;0;0;0;0;0;0;SS_BG_0;
0;0;0.000000;0.000000;0.000000;0;0;litcube1;1;1;1;1;1;1;1;1;1;1;1;50;0;0;0;0;50000000;60000000;0;120;120;120;0;0;0;0;0;0;0;SS_BG_1;
0;0;0.000000;0.000000;0.000000;0;0;litcube2;1;1;1;10;10;8;1;1;1;1;1;50;0;0;0;0;50000000;60000000;0;120;120;120;0;0;0;0;0;0;0;SS_BG_2;
0;0;0.000000;0.000000;0.000000;0;0;litcube3;1;1;1;1;1;1;1;1;1;1;1;50;0;0;0;0;50000000;60000000;0;120;120;120;0;0;0;0;0;0;0;SS_BG_3;
0;0;0.000000;0.000000;0.000000;0;0;litcube4;1;1;1;5;5;5;1;1;1;1;1;50;0;0;0;0;50000000;60000000;0;0;0;0;0;0;0;0;0;0;0;SS_BG_4;
0;0;0.000000;0.000000;0.000000;0;0;litcube5;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50000000;60000000;0;120;120;120;0;0;0;0;0;0;0;SS_BG_5;
0;0;0.000000;0.000000;0.000000;0;0;litcube6;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50000000;60000000;0;120;120;120;0;0;0;0;0;0;0;SS_BG_6;
0;0;0.000000;0.000000;0.000000;0;0;litcube7;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50000000;60000000;0;120;120;120;0;0;0;0;0;0;0;SS_BG_7;
0;0;0.000000;0.000000;0.000000;0;0;litcube8;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50000000;60000000;0;120;120;120;0;0;0;0;0;0;0;SS_BG_8;
0;0;0.000000;0.000000;0.000000;0;0;litcube9;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50000000;60000000;0;120;120;120;0;0;0;0;0;0;0;SS_BG_9;
0;0;0.000000;0.000000;0.000000;0;0;litcube10;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50000000;60000000;0;120;120;120;0;0;0;0;0;0;0;SS_BG_10;
0;0;0.000000;0.000000;0.000000;0;0;litcube11;1;1;1;0;0;0;1;1;1;1;1;26;0;0;0;0;50000000;60000000;0;120;120;120;0;0;0;0;0;0;0;SS_BG_11;
0;0;0.000000;0.000000;0.000000;0;0;litcube12;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50000000;60000000;0;120;120;120;0;0;0;0;0;0;0;SS_BG_12;
0;0;0.000000;0.000000;0.000000;0;0;litcube13;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50000000;60000000;0;120;120;120;0;0;0;0;0;0;0;SS_BG_13;
